,Response,Context,Subject,Item,Rater
2057,3,3-o,p04,3aaf-w,R06
2058,3,3-o,p04,3eeb-w,R06
2059,3,isolation,p04,3eeb-v,R06
2060,2,3-n,p04,3aam-w,R06
2061,2,7-o,p04,7aad-w,R06
2062,3,3-n,p04,3een-w,R06
2063,3,3-o,p04,3iish-w,R06
2064,1,7-o,p04,7eef-w,R06
2065,1,isolation,p04,7eef-v,R06
2066,2,o-n,p04,saam-w,R06
2067,3,isolation,p04,saam-v,R06
2068,2,o-3,p04,baa3-w,R06
2069,2,o-o,p04,beet-w,R06
2070,1,o-o,p04,boosh-w,R06
2071,2,n-3,p01,noo3-w,R06
2072,2,isolation,p01,noo3-v,R06
2073,2,o-o,p01,daas-w,R06
2074,3,n-o,p01,maat-w,R06
2075,2,isolation,p01,maat-v,R06
2076,2,7-n,p01,7en-w,R06
2077,2,o-n,p01,diin-w,R06
2078,2,o-7,p01,zaa7-w,R06
2079,2,o-3,p01,djuu3-w,R06
2080,2,isolation,p01,djuu3-v,R06
2081,2,n-7,p01,nuu7-w,R06
2082,1,isolation,p01,nuu7-v,R06
2083,3,3--3,p01,3oo3-w,R06
2084,2,isolation,p01,3oo3-v,R06
2085,2,o-7,p01,loo7-w,R06
2086,2,o-3,p01,bii3-w,R06
2087,3,isolation,p01,bii3-v,R06
2088,2,o-7,p01,zii7-w,R06
2089,1,3-n,p01,3oon-w,R06
2090,2,n-n,p01,noom-w,R06
2091,2,n-n,p01,muun-w,R06
2092,3,n-o,p01,muus-w,R06
2093,2,n-o,p01,mooz-w,R06
2094,2,7-o,p01,7ook-w,R06
2095,2,7-n,p01,7oom-w,R06
2096,3,3-o,p01,3aaf-w,R06
2097,2,n-7,p01,naa7-w,R06
2098,2,isolation,p01,naa7-v,R06
2099,2,n-n,p01,naam-w,R06
2100,2,isolation,p01,naam-v,R06
2101,2,o-n,p01,doom-w,R06
2102,3,isolation,p01,doom-v,R06
2103,2,3-o,p01,3eeb-w,R06
2104,2,isolation,p01,3eeb-v,R06
2105,2,3-n,p01,3aam-w,R06
2106,2,7-o,p01,7aad-w,R06
2107,2,3-n,p01,3een-w,R06
2108,2,3-o,p01,3iish-w,R06
2109,2,7-o,p01,7eef-w,R06
2110,1,isolation,p01,7eef-v,R06
2111,2,o-n,p01,saam-w,R06
2112,1,isolation,p01,saam-v,R06
2113,2,o-3,p01,baa3-w,R06
2114,2,o-o,p01,beet-w,R06
2115,1,o-o,p01,boosh-w,R06
2116,2,n-3,p05,noo3-w,R06
2117,2,isolation,p05,noo3-v,R06
2118,1,o-o,p05,daas-w,R06
2119,2,n-o,p05,maat-w,R06
2120,2,isolation,p05,maat-v,R06
2121,3,7-n,p05,7en-w,R06
2122,2,o-n,p05,diin-w,R06
2123,1,o-7,p05,zaa7-w,R06
2124,2,o-3,p05,djuu3-w,R06
2125,2,isolation,p05,djuu3-v,R06
2126,3,n-7,p05,nuu7-w,R06
2127,2,isolation,p05,nuu7-v,R06
2128,3,3--3,p05,3oo3-w,R06
2129,2,isolation,p05,3oo3-v,R06
2130,2,o-7,p05,loo7-w,R06
2131,3,o-3,p05,bii3-w,R06
2132,3,isolation,p05,bii3-v,R06
2133,2,o-7,p05,zii7-w,R06
2134,2,n-n,p05,noom-w,R06
2135,2,n-n,p05,muun-w,R06
2136,2,n-o,p05,muus-w,R06
2137,3,n-o,p05,mooz-w,R06
2138,3,7-o,p05,7ook-w,R06
2139,3,7-n,p05,7oom-w,R06
2140,3,3-o,p05,3aaf-w,R06
2141,2,n-7,p05,naa7-w,R06
2142,1,isolation,p05,naa7-v,R06
2143,2,n-n,p05,naam-w,R06
2144,2,isolation,p05,naam-v,R06
2145,2,o-n,p05,doom-w,R06
2146,3,isolation,p05,doom-v,R06
2147,3,3-n,p05,3oon-w,R06
2148,2,3-o,p05,3eeb-w,R06
2149,2,isolation,p05,3eeb-v,R06
2150,3,o-n,p05,saam-w,R06
2151,2,isolation,p05,saam-v,R06
2152,2,3-n,p05,3aam-w,R06
2153,2,7-o,p05,7aad-w,R06
2154,3,3-n,p05,3een-w,R06
2155,3,3-o,p05,3iish-w,R06
2156,3,7-o,p05,7eef-w,R06
2157,2,isolation,p05,7eef-v,R06
2158,3,o-3,p05,baa3-w,R06
2159,2,o-o,p05,beet-w,R06
2160,2,o-o,p05,boosh-w,R06
2161,3,n-3,p02,noo3-w,R06
2162,1,isolation,p02,noo3-v,R06
2163,2,o-o,p02,daas-w,R06
2164,2,n-o,p02,maat-w,R06
2165,3,isolation,p02,maat-v,R06
2166,3,7-n,p02,7en-w,R06
2167,2,o-n,p02,diin-w,R06
2168,3,o-7,p02,zaa7-w,R06
2169,2,o-3,p02,djuu3-w,R06
2170,1,isolation,p02,djuu3-v,R06
2171,3,n-7,p02,nuu7-w,R06
2172,1,isolation,p02,nuu7-v,R06
2173,3,3--3,p02,3oo3-w,R06
2174,2,isolation,p02,3oo3-v,R06
2175,2,o-7,p02,loo7-w,R06
2176,2,o-3,p02,bii3-w,R06
2177,3,isolation,p02,bii3-v,R06
2178,3,o-7,p02,zii7-w,R06
2179,2,n-o,p02,muus-w,R06
2180,2,n-o,p02,mooz-w,R06
2181,3,7-o,p02,7ook-w,R06
2182,2,7-n,p02,7oom-w,R06
2183,3,n-7,p02,naa7-w,R06
2184,3,3-o,p02,3aaf-w,R06
2185,3,isolation,p02,naa7-v,R06
2186,3,n-n,p02,naam-w,R06
2187,2,isolation,p02,naam-v,R06
2188,2,o-n,p02,doom-w,R06
2189,1,isolation,p02,doom-v,R06
2190,3,3-n,p02,3oon-w,R06
2191,3,n-n,p02,noom-w,R06
2192,2,n-n,p02,muun-w,R06
2193,3,3-o,p02,3eeb-w,R06
2194,3,o-n,p02,saam-w,R06
2195,2,isolation,p02,saam-v,R06
2196,3,isolation,p02,3eeb-v,R06
2197,2,3-n,p02,3aam-w,R06
2198,3,7-o,p02,7aad-w,R06
2199,2,3-n,p02,3een-w,R06
2200,3,3-o,p02,3iish-w,R06
2201,3,7-o,p02,7eef-w,R06
2202,3,isolation,p02,7eef-v,R06
2203,2,o-3,p02,baa3-w,R06
2204,2,o-o,p02,beet-w,R06
2205,1,o-o,p02,boosh-w,R06
2206,2,n-3,p03,noo3-w,R06
2207,1,isolation,p03,noo3-v,R06
2208,3,o-o,p03,daas-w,R06
2209,3,n-o,p03,maat-w,R06
2210,3,isolation,p03,maat-v,R06
2211,3,7-n,p03,7en-w,R06
2212,3,o-n,p03,diin-w,R06
2213,3,o-7,p03,zaa7-w,R06
2214,2,o-3,p03,djuu3-w,R06
2215,1,isolation,p03,djuu3-v,R06
2216,2,n-7,p03,nuu7-w,R06
2217,2,isolation,p03,nuu7-v,R06
2218,3,3--3,p03,3oo3-w,R06
2219,2,isolation,p03,3oo3-v,R06
2220,3,o-7,p03,loo7-w,R06
2221,2,o-3,p03,bii3-w,R06
2222,3,isolation,p03,bii3-v,R06
2223,3,o-7,p03,zii7-w,R06
2224,3,n-n,p03,muun-w,R06
2225,3,n-o,p03,muus-w,R06
2226,3,n-o,p03,mooz-w,R06
2227,3,7-o,p03,7ook-w,R06
2228,2,7-n,p03,7oom-w,R06
2229,3,3-o,p03,3aaf-w,R06
2230,3,n-7,p03,naa7-w,R06
2231,3,isolation,p03,naa7-v,R06
2232,3,n-n,p03,naam-w,R06
2233,3,isolation,p03,naam-v,R06
2234,2,o-n,p03,doom-w,R06
2235,1,isolation,p03,doom-v,R06
2236,3,3-n,p03,3oon-w,R06
2237,3,n-n,p03,noom-w,R06
2238,3,3-o,p03,3eeb-w,R06
2239,3,isolation,p03,3eeb-v,R06
2240,2,3-n,p03,3aam-w,R06
2241,3,7-o,p03,7aad-w,R06
2242,3,3-n,p03,3een-w,R06
2243,3,3-o,p03,3iish-w,R06
2244,3,7-o,p03,7eef-w,R06
2245,3,isolation,p03,7eef-v,R06
2246,3,o-n,p03,saam-w,R06
2247,3,isolation,p03,saam-v,R06
2248,3,o-3,p03,baa3-w,R06
2249,3,o-o,p03,beet-w,R06
2250,2,o-o,p03,boosh-w,R06
2251,2,n-3,p06,noo3-w,R06
2252,1,isolation,p06,noo3-v,R06
2253,2,o-o,p06,daas-w,R06
2254,2,n-o,p06,maat-w,R06
2255,2,isolation,p06,maat-v,R06
2256,2,7-n,p06,7en-w,R06
2257,2,o-n,p06,diin-w,R06
2258,2,o-7,p06,zaa7-w,R06
2259,1,o-3,p06,djuu3-w,R06
2260,1,isolation,p06,djuu3-v,R06
2261,1,n-7,p06,nuu7-w,R06
2262,1,isolation,p06,nuu7-v,R06
2263,3,3--3,p06,3oo3-w,R06
2264,2,isolation,p06,3oo3-v,R06
2265,2,o-7,p06,loo7-w,R06
2266,2,o-3,p06,bii3-w,R06
2267,3,isolation,p06,bii3-v,R06
2268,2,o-7,p06,zii7-w,R06
2269,2,n-n,p06,noom-w,R06
2270,2,n-n,p06,muun-w,R06
2271,2,n-o,p06,muus-w,R06
2272,2,n-o,p06,mooz-w,R06
2273,2,7-o,p06,7ook-w,R06
2274,2,7-n,p06,7oom-w,R06
2275,3,3-o,p06,3aaf-w,R06
2276,2,n-7,p06,naa7-w,R06
2277,3,isolation,p06,naa7-v,R06
2278,2,n-n,p06,naam-w,R06
2279,3,isolation,p06,naam-v,R06
2280,2,o-n,p06,doom-w,R06
2281,3,isolation,p06,doom-v,R06
2282,2,3-n,p06,3oon-w,R06
2283,2,3-o,p06,3eeb-w,R06
2284,3,isolation,p06,3eeb-v,R06
2285,2,3-n,p06,3aam-w,R06
2286,3,7-o,p06,7aad-w,R06
2287,2,3-n,p06,3een-w,R06
2288,3,3-o,p06,3iish-w,R06
2289,2,7-o,p06,7eef-w,R06
2290,2,isolation,p06,7eef-v,R06
2291,2,o-n,p06,saam-w,R06
2292,2,isolation,p06,saam-v,R06
2293,2,o-3,p06,baa3-w,R06
2294,2,o-o,p06,beet-w,R06
2295,2,o-o,p06,boosh-w,R06
2296,1,n-3,p07,noo3-w,R06
2297,3,isolation,p07,noo3-v,R06
2298,2,o-3,p07,djuu3-w,R06
2299,2,isolation,p07,djuu3-v,R06
2300,2,n-7,p07,nuu7-w,R06
2301,2,isolation,p07,nuu7-v,R06
2302,3,3--3,p07,3oo3-w,R06
2303,3,isolation,p07,3oo3-v,R06
2304,2,o-7,p07,loo7-w,R06
2305,2,o-3,p07,bii3-w,R06
2306,1,isolation,p07,bii3-v,R06
2307,2,o-7,p07,zii7-w,R06
2308,2,o-o,p07,daas-w,R06
2309,3,n-o,p07,maat-w,R06
2310,3,isolation,p07,maat-v,R06
2311,2,7-n,p07,7en-w,R06
2312,2,o-n,p07,diin-w,R06
2313,2,o-7,p07,zaa7-w,R06
2314,2,n-7,p07,naa7-w,R06
2315,3,isolation,p07,naa7-v,R06
2316,2,n-n,p07,naam-w,R06
2317,2,isolation,p07,naam-v,R06
2318,2,o-n,p07,doom-w,R06
2319,2,isolation,p07,doom-v,R06
2320,2,3-n,p07,3oon-w,R06
2321,2,n-n,p07,noom-w,R06
2322,3,n-n,p07,muun-w,R06
2323,2,n-o,p07,muus-w,R06
2324,2,n-o,p07,mooz-w,R06
2325,2,7-o,p07,7ook-w,R06
2326,3,7-n,p07,7oom-w,R06
2327,3,3-o,p07,3aaf-w,R06
2328,2,3-o,p07,3eeb-w,R06
2329,2,isolation,p07,3eeb-v,R06
2330,2,o-n,p07,saam-w,R06
2331,2,isolation,p07,saam-v,R06
2332,2,3-n,p07,3aam-w,R06
2333,2,7-o,p07,7aad-w,R06
2334,2,3-n,p07,3een-w,R06
2335,2,3-o,p07,3iish-w,R06
2336,2,7-o,p07,7eef-w,R06
2337,3,isolation,p07,7eef-v,R06
2338,2,o-3,p07,baa3-w,R06
2339,2,o-o,p07,beet-w,R06
2340,2,o-o,p07,boosh-w,R06
2341,3,n-3,p08,noo3-w,R06
2342,2,isolation,p08,noo3-v,R06
2343,2,o-o,p08,daas-w,R06
2344,2,n-o,p08,maat-w,R06
2345,3,isolation,p08,maat-v,R06
2346,2,7-n,p08,7en-w,R06
2347,2,o-n,p08,diin-w,R06
2348,2,o-3,p08,djuu3-w,R06
2349,2,isolation,p08,djuu3-v,R06
2350,2,n-7,p08,nuu7-w,R06
2351,2,isolation,p08,nuu7-v,R06
2352,2,3--3,p08,3oo3-w,R06
2353,2,isolation,p08,3oo3-v,R06
2354,2,o-7,p08,loo7-w,R06
2355,2,o-3,p08,bii3-w,R06
2356,3,isolation,p08,bii3-v,R06
2357,2,o-7,p08,zii7-w,R06
2358,3,o-7,p08,zaa7-w,R06
2359,2,o-n,p08,doom-w,R06
2360,2,isolation,p08,doom-v,R06
2361,2,3-n,p08,3oon-w,R06
2362,2,n-n,p08,noom-w,R06
2363,2,n-n,p08,muun-w,R06
2364,2,n-o,p08,muus-w,R06
2365,2,n-o,p08,mooz-w,R06
2366,2,7-o,p08,7ook-w,R06
2367,2,7-n,p08,7oom-w,R06
2368,2,3-o,p08,3aaf-w,R06
2369,2,n-7,p08,naa7-w,R06
2370,3,isolation,p08,naa7-v,R06
2371,2,n-n,p08,naam-w,R06
2372,3,isolation,p08,naam-v,R06
2373,3,3-o,p08,3eeb-w,R06
2374,3,isolation,p08,3eeb-v,R06
2375,3,o-n,p08,saam-w,R06
2376,3,isolation,p08,saam-v,R06
2377,3,3-n,p08,3aam-w,R06
2378,2,7-o,p08,7aad-w,R06
2379,2,3-n,p08,3een-w,R06
2380,2,3-o,p08,3iish-w,R06
2381,2,7-o,p08,7eef-w,R06
2382,2,isolation,p08,7eef-v,R06
2383,2,o-3,p08,baa3-w,R06
2384,3,o-o,p08,beet-w,R06
2385,2,o-o,p08,boosh-w,R06
2386,2,n-3,p09,noo3-w,R06
2387,1,isolation,p09,noo3-v,R06
2388,2,o-o,p09,daas-w,R06
2389,2,n-o,p09,maat-w,R06
2390,2,isolation,p09,maat-v,R06
2391,2,7-n,p09,7en-w,R06
2392,2,o-n,p09,diin-w,R06
2393,2,o-7,p09,zaa7-w,R06
2394,2,o-3,p09,djuu3-w,R06
2395,1,isolation,p09,djuu3-v,R06
2396,2,n-7,p09,nuu7-w,R06
2397,1,isolation,p09,nuu7-v,R06
2398,2,3--3,p09,3oo3-w,R06
2399,2,isolation,p09,3oo3-v,R06
2400,2,o-7,p09,loo7-w,R06
2401,2,o-3,p09,bii3-w,R06
2402,1,isolation,p09,bii3-v,R06
2403,2,o-7,p09,zii7-w,R06
2404,2,n-n,p09,noom-w,R06
2405,1,n-n,p09,muun-w,R06
2406,1,n-o,p09,muus-w,R06
2407,1,n-o,p09,mooz-w,R06
2408,1,7-o,p09,7ook-w,R06
2409,1,7-n,p09,7oom-w,R06
2410,3,3-o,p09,3aaf-w,R06
2411,2,n-7,p09,naa7-w,R06
2412,2,isolation,p09,naa7-v,R06
2413,2,n-n,p09,naam-w,R06
2414,2,isolation,p09,naam-v,R06
2415,2,o-n,p09,doom-w,R06
2416,2,isolation,p09,doom-v,R06
2417,3,3-n,p09,3oon-w,R06
2418,2,3-o,p09,3eeb-w,R06
2419,2,isolation,p09,3eeb-v,R06
2420,2,o-n,p09,saam-w,R06
2421,2,isolation,p09,saam-v,R06
2422,2,3-n,p09,3aam-w,R06
2423,2,7-o,p09,7aad-w,R06
2424,2,3-n,p09,3een-w,R06
2425,3,3-o,p09,3iish-w,R06
2426,3,7-o,p09,7eef-w,R06
2427,2,isolation,p09,7eef-v,R06
2428,2,o-3,p09,baa3-w,R06
2429,2,o-o,p09,beet-w,R06
2430,2,o-o,p09,boosh-w,R06
